latitude,longitude,temperature_celsius,wind_mph,wind_kph,pressure_mb,humidity,cloud,feels_like_celsius
-12.05,-77.05,16.6,4.5,7.2,1016.0,87,58,16.6
14.6,120.98,28.4,3.8,6.1,1010.0,94,50,33.1
52.25,21.0,26.2,11.9,19.1,1008.0,58,50,26.9
38.72,-9.13,28.2,17.4,28.1,1021.0,40,0,28.4
25.29,51.53,37.1,9.4,15.1,995.0,48,0,40.3
44.43,26.1,34.1,8.1,13.0,1011.0,30,0,32.4
55.75,37.62,22.3,16.1,25.9,1009.0,41,75,23.8
-1.95,30.06,24.1,9.4,15.1,1020.0,47,50,24.8
17.3,-62.72,31.4,13.6,22.0,1015.0,66,25,40.1
14.0,-61.0,30.2,10.5,16.9,1014.0,75,75,37.2
13.13,-61.22,27.5,16.1,25.9,1013.0,84,79,31.8
-13.83,-171.73,29.0,10.5,16.9,1014.0,84,75,32.4
43.93,12.45,27.4,10.5,16.9,1010.0,45,25,28.2
51.25,3.63,16.3,11.9,19.1,1014.0,88,100,16.3
24.64,46.77,45.4,19.2,31.0,1001.0,4,0,48.6
14.67,-17.44,29.1,6.9,11.2,1012.0,70,50,33.5
44.8,20.47,37.3,11.9,19.1,1006.0,35,0,37.8
-4.62,55.45,28.0,18.6,29.9,1010.0,74,25,31.9
8.49,-13.23,29.1,12.5,20.2,1011.0,75,75,33.5
1.29,103.86,27.0,2.5,4.0,1010.0,74,75,29.6
48.15,17.12,26.1,11.9,19.1,1012.0,51,75,26.5
46.06,14.51,28.2,17.4,28.1,1010.0,51,25,33.0
-9.43,159.95,25.5,5.6,9.0,1011.0,87,87,28.4
2.07,45.37,28.3,23.0,37.1,1011.0,79,100,32.2
-25.75,28.19,22.4,11.9,19.1,1029.0,25,0,22.3
37.57,127.0,24.3,2.5,4.0,997.0,89,100,27.0
12.15,24.45,37.6,4.3,6.8,1006.0,22,27,37.1
40.4,-3.68,31.2,12.5,20.2,1021.0,21,0,29.0
6.93,79.85,28.1,13.6,22.0,1006.0,84,75,33.6
15.59,32.53,41.6,16.1,25.9,1004.0,19,9,42.4
5.83,-55.17,27.1,2.5,4.0,1014.0,84,50,29.9
59.33,18.05,18.0,13.6,22.0,1011.0,45,0,18.0
46.92,7.47,13.3,2.2,3.6,1018.0,94,75,13.9
33.5,36.3,34.1,23.0,37.1,1004.0,22,0,32.4
38.56,68.77,32.2,2.2,3.6,1005.0,36,0,31.6
-6.18,35.75,27.1,7.4,11.9,1014.0,32,29,26.4
13.75,100.52,31.3,9.4,15.1,1004.0,71,25,35.7
-8.56,125.57,23.8,7.4,11.9,1013.0,73,5,25.6
21.13,104.7,26.4,3.1,5.0,1004.0,97,54,31.4
-21.13,-175.2,21.0,9.4,15.1,1018.0,69,25,21.0
10.65,-61.52,30.0,8.1,13.0,1013.0,79,25,35.9
36.8,10.18,31.1,17.4,28.1,1016.0,33,25,29.9
39.93,32.86,32.3,10.5,16.9,1009.0,14,0,30.3
37.95,58.38,34.4,11.9,19.1,1004.0,30,75,33.2
-8.52,179.22,25.1,4.3,6.8,1008.0,100,100,27.1
0.32,32.57,26.4,13.6,22.0,1018.0,58,25,27.3
50.43,30.52,27.3,4.7,7.6,1011.0,43,5,27.3
24.47,54.37,37.0,11.9,19.1,995.0,64,0,39.0
51.52,-0.11,19.1,11.9,19.1,1013.0,56,75,19.1
48.08,-123.04,12.4,8.1,13.0,1013.0,85,0,11.7
-34.86,-56.17,17.1,4.3,6.8,1008.0,100,100,17.1
41.32,69.25,37.2,4.3,6.8,1002.0,16,0,36.0
-17.73,168.32,23.7,13.9,22.3,1015.0,73,96,25.5
10.5,-66.92,27.1,3.8,6.1,1014.0,89,50,30.0
15.35,44.21,29.4,18.8,30.2,1006.0,10,7,27.2
-15.42,28.28,23.7,9.2,14.8,1018.0,30,11,24.0
-17.82,31.04,22.6,6.5,10.4,1020.0,23,5,22.7
34.52,69.18,27.0,16.1,25.9,1004.0,19,8,25.2
41.33,19.82,32.0,10.5,16.9,1007.0,63,0,35.4
36.76,3.05,28.3,13.6,22.0,1014.0,45,50,29.5
42.5,1.52,18.4,7.2,11.5,1016.0,35,4,18.4
-8.84,13.23,25.0,11.9,19.1,1011.0,74,25,26.7
17.12,-61.85,29.3,8.1,13.0,1015.0,84,75,35.1
-34.59,-58.67,12.2,5.6,9.0,1014.0,67,0,10.9
40.18,44.51,33.2,5.6,9.0,1008.0,16,25,31.7
-35.28,149.22,-0.8,2.2,3.6,1022.0,100,0,-1.7
48.2,16.37,26.2,13.6,22.0,1015.0,42,25,26.1
40.4,49.88,30.3,13.6,22.0,1009.0,46,0,32.6
25.08,-77.35,28.0,8.1,13.0,1017.0,84,75,32.0
26.24,50.58,38.1,9.4,15.1,997.0,42,0,40.1
23.72,90.41,31.4,11.9,19.1,999.0,67,15,37.8
13.1,-59.62,29.3,13.6,22.0,1013.0,84,50,34.7
53.9,27.57,20.1,13.6,22.0,1009.0,68,75,20.1
50.83,4.33,22.1,3.8,6.1,1020.0,61,50,24.6
17.25,-88.77,29.2,4.3,6.8,1011.0,89,50,40.2
6.48,2.62,30.1,15.0,24.1,1012.0,75,50,34.5
27.48,89.6,14.2,3.6,5.8,1006.0,96,55,14.4
-19.04,-65.26,15.4,4.3,6.8,1015.0,12,0,15.4
43.85,18.38,28.0,15.0,24.1,1010.0,58,50,30.1
-24.65,25.91,22.0,12.5,20.2,1029.0,29,0,22.6
-2.08,-58.17,29.9,4.0,6.5,1013.0,63,12,33.5
4.88,114.93,27.1,2.2,3.6,1011.0,94,75,30.8
42.68,23.32,33.2,12.5,20.2,1009.0,30,25,33.8
12.37,-1.52,35.3,6.9,11.2,1012.0,53,25,35.8
-3.38,29.36,22.5,1841.2,2963.2,1014.0,52,25,24.6
-24.37,46.45,25.2,5.6,9.0,1022.0,41,38,25.5
14.93,-23.51,28.3,23.0,37.1,1014.0,55,25,31.4
11.55,104.92,28.1,8.1,13.0,1006.0,79,50,33.0
7.32,13.58,25.4,2.2,3.6,1012.0,71,83,27.1
45.42,-75.7,20.2,4.3,6.8,999.0,100,100,20.2
4.37,18.58,33.1,2.9,4.7,1009.0,44,17,35.5
12.11,15.05,39.1,17.4,28.1,1006.0,36,0,40.4
-33.45,-70.67,5.0,3.8,6.1,1020.0,100,75,4.7
39.93,116.39,27.2,6.9,11.2,1005.0,34,0,26.4
43.32,24.7,35.0,6.9,11.2,1007.0,22,22,33.7
-11.7,43.24,25.2,18.3,29.5,1017.0,70,72,26.8
-4.26,15.28,36.4,2.2,3.6,1009.0,31,13,37.7
9.8,-84.17,25.2,11.9,19.1,1017.0,65,75,27.8
45.8,16.0,26.1,15.0,24.1,1013.0,45,0,25.8
23.13,-82.36,25.2,4.3,6.8,1016.0,94,75,27.4
35.17,33.37,35.3,17.4,28.1,1002.0,42,25,40.2
50.08,14.47,23.1,8.1,13.0,1017.0,53,0,24.9
-4.3,15.3,36.4,2.2,3.6,1009.0,30,17,37.5
55.67,12.58,20.3,12.5,20.2,1016.0,56,75,20.3
11.6,43.15,34.6,12.1,19.4,1000.0,55,8,42.3
15.3,-61.4,32.4,2.2,3.6,1013.0,67,25,44.3
18.47,-69.9,28.3,6.9,11.2,1015.0,84,50,32.6
-0.22,-78.5,11.7,3.4,5.4,1019.0,67,29,11.6
30.05,31.25,38.1,9.4,15.1,1005.0,20,0,37.2
13.71,-89.2,26.0,2.2,3.6,1011.0,100,0,30.4
3.75,8.78,26.4,3.8,6.1,1012.0,83,72,29.6
15.33,38.93,26.6,11.9,19.1,1008.0,31,71,25.9
59.43,24.73,22.1,16.1,25.9,1009.0,43,0,24.6
-26.32,31.13,17.5,6.5,10.4,1029.0,44,13,17.5
9.03,38.7,15.2,7.2,11.5,1014.0,85,58,15.2
-18.13,178.42,22.4,2.2,3.6,1016.0,88,50,24.7
60.18,24.93,23.3,13.6,22.0,1010.0,38,0,24.8
48.87,2.33,23.1,5.6,9.0,1020.0,44,25,24.5
0.38,9.45,27.5,10.3,16.6,1011.0,71,14,30.1
13.45,-16.58,34.4,8.1,13.0,1012.0,50,0,36.4
41.73,44.79,29.2,6.9,11.2,1011.0,45,25,28.6
52.52,13.4,23.2,13.6,22.0,1017.0,53,25,24.7
5.55,-0.22,27.2,11.0,17.6,1012.0,76,83,30.1
37.98,23.72,39.2,9.4,15.1,1005.0,11,0,38.8
12.05,-61.75,29.2,13.6,22.0,1013.0,84,25,34.5
14.62,-90.53,18.0,6.9,11.2,1021.0,88,75,18.0
9.51,-13.71,29.2,9.4,15.1,1012.0,84,75,34.8
11.85,-15.58,32.3,4.3,6.8,1012.0,67,75,40.5
6.8,-58.17,24.1,2.2,3.6,1014.0,100,100,26.5
18.54,-72.34,28.1,10.5,16.9,1014.0,84,50,31.1
41.9,12.45,24.0,10.5,16.9,1011.0,61,50,24.7
14.1,-87.22,19.0,3.8,6.1,1019.0,94,75,19.0
47.5,19.08,28.1,6.9,11.2,1012.0,51,75,28.6
63.37,-20.21,9.4,15.0,24.1,999.0,87,50,6.3
28.6,77.2,33.1,4.3,6.8,998.0,59,75,31.6
-6.21,106.85,29.3,2.2,3.6,1009.0,66,25,31.9
35.73,51.33,33.1,6.9,11.2,1011.0,15,75,31.2
33.34,44.39,45.1,5.6,9.0,997.0,10,50,48.1
53.33,-6.25,18.3,9.4,15.1,1020.0,64,25,18.3
31.78,35.23,31.1,12.5,20.2,1004.0,63,25,31.9
41.9,12.48,24.0,10.5,16.9,1011.0,61,50,24.7
17.93,-76.85,30.1,5.6,9.0,1012.0,70,0,35.6
35.69,139.69,23.1,2.2,3.6,998.0,89,50,25.3
31.95,35.93,31.1,6.9,11.2,1009.0,36,25,30.4
51.18,71.43,30.1,6.9,11.2,1000.0,38,37,30.1
-1.28,36.82,22.2,10.5,16.9,1023.0,46,75,24.5
-0.88,169.53,28.6,8.3,13.3,1010.0,73,49,32.6
29.37,47.96,45.4,6.9,11.2,996.0,11,0,47.4
42.87,74.6,31.1,10.1,16.2,1005.0,28,82,29.9
-8.18,114.32,20.0,4.9,7.9,1013.0,92,59,20.0
56.95,24.1,19.4,3.8,6.1,1007.0,88,100,19.4
33.87,35.51,30.1,12.5,20.2,1006.0,70,50,36.6
-29.32,27.48,18.1,2.2,3.6,1027.0,26,0,18.2
6.31,-10.8,28.0,11.9,19.1,1012.0,84,75,32.6
18.78,100.78,30.1,2.2,3.6,1002.0,89,50,41.2
47.13,9.52,17.3,2.2,3.6,1018.0,77,75,17.3
54.68,25.32,18.2,12.5,20.2,1010.0,73,75,18.2
49.61,6.13,20.3,2.2,3.6,1020.0,64,75,20.3
-18.92,47.52,17.1,9.4,15.1,1024.0,72,50,17.1
-13.98,33.78,20.0,15.0,24.1,1025.0,49,75,20.0
3.17,101.7,30.4,8.1,13.0,1008.0,70,25,39.7
6.88,73.1,28.6,17.9,28.8,1008.0,81,68,33.8
12.65,-8.0,34.3,8.1,13.0,1013.0,50,25,34.8
35.9,14.51,29.1,18.6,29.9,1011.0,45,0,33.2
7.1,171.38,28.4,5.6,9.0,1010.0,84,75,32.8
18.09,-15.98,28.2,10.7,17.3,1010.0,54,10,29.3
-20.16,57.5,24.2,15.0,24.1,1019.0,74,50,25.9
19.43,-99.13,16.3,2.2,3.6,1025.0,88,75,16.3
6.92,158.15,29.1,6.9,11.2,1011.0,79,100,34.6
36.26,46.59,32.3,17.2,27.7,1004.0,13,100,30.1
43.73,7.42,23.1,8.1,13.0,1011.0,65,75,25.1
47.92,106.92,16.3,2.2,3.6,1016.0,72,50,16.3
42.44,19.26,35.3,6.9,11.2,1006.0,37,0,41.7
34.03,-6.84,28.4,9.4,15.1,1010.0,51,0,29.8
-25.97,32.59,24.3,12.5,20.2,1029.0,57,50,25.5
16.78,96.17,27.1,2.5,4.0,1004.0,94,100,30.5
-22.57,17.08,22.3,4.3,6.8,1028.0,22,0,22.2
39.55,27.62,32.4,16.1,25.9,1005.0,36,0,31.0
27.72,85.32,26.4,10.5,16.9,1009.0,74,75,29.0
52.37,4.89,23.1,12.5,20.2,1019.0,53,25,24.9
-41.3,174.78,9.3,3.8,6.1,1016.0,100,75,7.7
12.15,-86.27,26.2,2.2,3.6,1011.0,100,50,29.9
13.52,2.12,38.4,13.6,22.0,1010.0,33,25,40.4
9.18,7.18,32.2,5.6,9.0,1013.0,63,75,38.0
39.02,125.75,20.9,3.4,5.4,999.0,87,4,20.9
42.0,21.43,33.2,2.2,3.6,1006.0,49,50,32.2
59.92,10.75,13.2,26.6,42.8,1013.0,77,0,12.4
23.61,58.59,34.3,8.1,13.0,997.0,75,25,42.5
33.7,73.17,38.0,12.3,19.8,997.0,20,4,37.0
7.33,134.48,27.1,2.2,3.6,1010.0,79,100,30.4
-11.18,-67.08,28.3,3.4,5.4,1013.0,50,8,29.1
8.97,-79.53,26.0,2.2,3.6,1011.0,89,25,29.1
-9.46,147.19,25.1,11.9,19.1,1010.0,94,75,27.9
-23.43,-61.33,25.3,2.2,3.6,1008.0,60,10,26.5
-12.05,-77.05,16.7,3.8,6.1,1015.0,82,70,16.7
14.6,120.98,27.2,8.1,13.0,1011.0,100,100,30.6
52.25,21.0,20.2,15.0,24.1,1014.0,56,75,20.2
38.72,-9.13,29.3,13.6,22.0,1015.0,43,25,29.3
25.29,51.53,41.1,8.1,13.0,997.0,22,0,46.6
44.43,26.1,34.1,9.4,15.1,1009.0,25,0,32.1
55.75,37.62,22.0,9.4,15.1,1008.0,41,0,24.0
-1.95,30.06,26.1,9.4,15.1,1020.0,42,50,26.1
17.3,-62.72,29.3,9.4,15.1,1015.0,84,25,35.2
14.0,-61.0,31.2,13.6,22.0,1014.0,75,75,40.1
13.13,-61.22,30.3,19.2,31.0,1014.0,79,75,39.0
-13.83,-171.73,24.2,5.6,9.0,1013.0,89,25,26.0
43.93,12.45,23.3,6.9,11.2,1011.0,65,50,25.2
51.25,3.63,24.2,9.4,15.1,1020.0,54,0,25.8
24.64,46.77,45.2,9.4,15.1,1002.0,4,0,48.3
14.67,-17.44,29.3,9.4,15.1,1012.0,70,50,34.7
44.8,20.47,29.2,5.6,9.0,1009.0,58,75,30.5
-4.62,55.45,28.3,15.0,24.1,1009.0,70,50,32.0
8.49,-13.23,29.3,9.4,15.1,1012.0,79,75,34.5
1.29,103.86,29.2,3.8,6.1,1009.0,70,75,34.4
48.15,17.12,27.2,16.1,25.9,1014.0,37,0,27.4
46.06,14.51,25.4,11.9,19.1,1013.0,47,75,25.9
-9.43,159.95,25.7,8.7,14.0,1010.0,89,74,28.8
2.07,45.37,24.1,25.5,41.0,1012.0,94,100,26.0
-25.75,28.19,20.2,6.9,11.2,1032.0,30,0,20.2
37.57,127.0,25.2,4.3,6.8,1000.0,79,100,27.9
12.15,24.45,35.1,13.0,20.9,1008.0,34,13,36.4
40.4,-3.68,30.1,2.2,3.6,1018.0,35,25,28.8
6.93,79.85,28.2,11.9,19.1,1006.0,84,50,33.8
15.59,32.53,39.9,12.5,20.2,1005.0,21,10,40.2
5.83,-55.17,29.1,4.3,6.8,1014.0,79,50,34.0
59.33,18.05,21.3,6.9,11.2,1010.0,53,25,21.3
46.92,7.47,17.0,4.3,6.8,1018.0,72,75,17.0
33.5,36.3,34.2,20.6,33.1,1004.0,25,25,33.9
38.56,68.77,30.1,13.6,22.0,1010.0,33,50,32.0
-6.18,35.75,26.6,9.4,15.1,1014.0,31,11,25.9
13.75,100.52,32.4,13.6,22.0,1005.0,56,25,38.1
-8.56,125.57,24.3,5.8,9.4,1012.0,78,24,26.2
21.13,104.7,25.9,3.6,5.8,1003.0,95,83,29.9
-21.13,-175.2,21.3,8.1,13.0,1020.0,73,75,21.3
10.65,-61.52,29.1,4.3,6.8,1013.0,84,25,33.4
36.8,10.18,31.1,18.6,29.9,1013.0,41,50,31.5
39.93,32.86,34.0,8.1,13.0,1009.0,11,0,32.0
37.95,58.38,33.1,9.4,15.1,1008.0,28,75,33.4
-8.52,179.22,27.4,2.2,3.6,1010.0,94,100,30.8
0.32,32.57,26.3,17.4,28.1,1017.0,58,25,26.9
50.43,30.52,21.8,7.4,11.9,1011.0,75,74,21.8
24.47,54.37,41.4,10.5,16.9,996.0,32,0,43.4
51.52,-0.11,22.1,5.6,9.0,1020.0,57,75,24.5
48.08,-123.04,11.3,12.5,20.2,1015.0,97,100,10.9
-34.86,-56.17,12.3,13.6,22.0,1013.0,77,75,9.9
41.32,69.25,32.2,16.1,25.9,1006.0,32,25,30.0
-17.73,168.32,23.8,8.9,14.4,1014.0,80,88,25.8
10.5,-66.92,23.1,2.7,4.3,1015.0,79,80,25.2
21.03,105.85,30.1,8.1,13.0,1002.0,79,0,36.1
15.35,44.21,29.3,13.6,22.0,1005.0,14,82,27.2
-15.42,28.28,22.9,10.7,17.3,1019.0,34,11,23.9
-17.82,31.04,22.3,8.9,14.4,1021.0,29,14,23.3
34.52,69.18,26.5,13.6,22.0,1003.0,27,4,25.5
41.33,19.82,33.1,6.9,11.2,1009.0,53,25,38.9
36.76,3.05,27.0,21.7,34.9,1012.0,48,25,27.8
42.5,1.52,21.3,2.2,3.6,1012.0,38,8,21.3
-8.84,13.23,25.0,11.6,18.7,1011.0,70,2,26.7
17.12,-61.85,28.3,5.6,9.0,1016.0,89,50,32.8
-34.59,-58.67,7.2,5.6,9.0,1023.0,81,0,4.9
40.18,44.51,36.4,9.4,15.1,1006.0,21,25,37.3
-35.28,149.22,0.3,2.2,3.6,1019.0,100,25,-0.5
48.2,16.37,25.3,11.9,19.1,1017.0,47,25,25.6
40.4,49.88,30.3,13.6,22.0,1007.0,40,0,31.4
25.08,-77.35,26.3,9.4,15.1,1016.0,89,75,28.9
26.24,50.58,38.4,9.4,15.1,997.0,45,0,40.4
23.72,90.41,31.6,10.1,16.2,998.0,67,51,38.2
13.1,-59.62,26.0,17.4,28.1,1014.0,94,75,28.0
53.9,27.57,19.4,9.4,15.1,1014.0,78,75,19.4
50.83,4.33,25.2,3.8,6.1,1019.0,47,0,26.1
17.25,-88.77,25.2,3.8,6.1,1011.0,100,25,28.8
6.48,2.62,31.3,12.5,20.2,1011.0,71,50,36.6
27.48,89.6,14.5,2.5,4.0,1006.0,96,55,15.1
-19.04,-65.26,6.0,9.4,15.1,1043.0,39,0,5.0
43.85,18.38,31.1,10.5,16.9,1012.0,43,50,41.4
-24.65,25.91,20.1,10.5,16.9,1029.0,40,75,20.1
-2.08,-58.17,29.7,3.1,5.0,1014.0,64,16,33.3
4.88,114.93,28.3,2.2,3.6,1009.0,94,75,33.0
42.68,23.32,31.1,10.5,16.9,1012.0,31,0,31.3
12.37,-1.52,27.4,19.2,31.0,1013.0,70,25,26.9
-3.38,29.36,30.1,20.6,33.1,1013.0,35,25,30.7
-24.37,46.45,22.4,8.5,13.7,1025.0,53,17,24.6
14.93,-23.51,27.3,19.2,31.0,1014.0,58,25,29.9
11.55,104.92,28.3,5.6,9.0,1006.0,84,75,34.9
7.32,13.58,27.9,2.7,4.3,1010.0,51,83,28.8
45.42,-75.7,16.3,11.9,19.1,1004.0,82,100,16.3
4.37,18.58,33.6,2.2,3.6,1008.0,39,23,35.4
12.11,15.05,31.3,9.4,15.1,1008.0,63,0,30.2
-33.45,-70.67,7.0,2.2,3.6,1019.0,81,100,6.9
39.93,116.39,26.2,4.3,6.8,1007.0,39,0,24.8
43.32,24.7,34.4,9.4,15.1,1009.0,21,4,32.6
-11.7,43.24,25.3,18.8,30.2,1016.0,76,81,27.2
-4.26,15.28,36.3,2.2,3.6,1009.0,32,16,37.9
9.8,-84.17,21.2,8.1,13.0,1017.0,88,75,21.2
45.8,16.0,26.4,12.5,20.2,1014.0,51,0,27.0
23.13,-82.36,26.3,2.2,3.6,1016.0,84,25,28.4
35.17,33.37,36.4,13.6,22.0,1005.0,37,25,39.4
50.08,14.47,23.1,4.3,6.8,1019.0,44,0,24.6
-4.3,15.3,36.3,2.2,3.6,1009.0,31,18,37.7
55.67,12.58,19.3,11.9,19.1,1020.0,73,75,19.3
11.6,43.15,34.5,13.9,22.3,1000.0,53,9,41.0
15.3,-61.4,30.4,6.9,11.2,1014.0,70,25,38.1
18.47,-69.9,29.3,6.9,11.2,1016.0,79,50,33.7
-0.22,-78.5,11.7,4.3,6.8,1019.0,42,15,11.2
30.05,31.25,39.3,11.9,19.1,1007.0,19,0,38.9
3.75,8.78,29.4,10.5,16.9,1011.0,84,75,36.7
15.33,38.93,25.5,9.4,15.1,1008.0,38,81,25.6
59.43,24.73,22.2,9.4,15.1,1016.0,38,0,24.6
-26.32,31.13,19.6,7.4,11.9,1027.0,35,5,19.6
-18.13,178.42,24.1,3.8,6.1,1017.0,83,75,26.2
60.18,24.93,23.1,15.0,24.1,1014.0,47,0,25.0
48.87,2.33,26.3,8.1,13.0,1017.0,45,0,26.6
0.38,9.45,27.1,9.2,14.8,1011.0,72,59,29.6
13.45,-16.58,32.4,9.4,15.1,1012.0,63,75,44.6
41.73,44.79,31.1,8.1,13.0,1009.0,46,0,30.3
52.52,13.4,24.1,2.2,3.6,1020.0,47,0,24.7
5.55,-0.22,31.1,12.5,20.2,1011.0,66,25,39.3
37.98,23.72,34.3,10.5,16.9,1006.0,30,0,34.2
12.05,-61.75,28.1,5.6,9.0,1014.0,84,25,32.9
14.62,-90.53,19.3,2.2,3.6,1020.0,88,75,19.3
9.51,-13.71,29.2,6.9,11.2,1013.0,79,50,34.3
11.85,-15.58,31.1,4.3,6.8,1012.0,71,75,38.2
6.8,-58.17,26.2,2.2,3.6,1013.0,94,75,30.0
18.54,-72.34,29.4,5.6,9.0,1015.0,75,50,33.0
41.9,12.45,27.0,12.5,20.2,1009.0,51,37,26.7
14.1,-87.22,21.4,2.2,3.6,1018.0,88,50,21.4
47.5,19.08,30.0,2.2,3.6,1014.0,33,0,29.8
63.37,-20.21,10.4,16.1,25.9,1000.0,82,50,7.5
28.6,77.2,31.1,4.3,6.8,999.0,79,75,29.9
-6.21,106.85,28.2,8.1,13.0,1009.0,79,25,30.7
35.73,51.33,27.3,11.9,19.1,1016.0,37,75,25.7
33.34,44.39,42.2,12.5,20.2,998.0,11,0,43.3
53.33,-6.25,23.2,6.9,11.2,1016.0,65,75,25.1
31.78,35.23,32.2,12.5,20.2,1007.0,52,0,31.5
41.9,12.48,27.0,12.5,20.2,1009.0,51,37,26.7
17.93,-76.85,31.2,4.3,6.8,1013.0,63,0,37.4
35.69,139.69,25.0,15.0,24.1,1004.0,83,0,26.6
31.95,35.93,33.2,16.1,25.9,1011.0,30,0,31.7
51.18,71.43,27.3,13.6,22.0,1003.0,42,50,28.2
-1.28,36.82,23.3,10.5,16.9,1023.0,47,75,24.9
-0.88,169.53,29.0,16.8,27.0,1009.0,76,64,33.8
29.37,47.96,45.7,5.6,9.0,996.0,11,0,47.7
42.87,74.6,19.0,7.2,11.5,1014.0,80,77,19.0
-8.18,114.32,20.5,4.3,6.8,1013.0,92,83,20.5
56.95,24.1,21.3,10.5,16.9,1016.0,64,25,21.3
33.87,35.51,30.4,9.4,15.1,1008.0,66,25,36.5
-29.32,27.48,17.3,2.2,3.6,1027.0,24,0,17.4
6.31,-10.8,29.1,9.4,15.1,1012.0,84,75,35.7
18.78,100.78,29.2,4.3,6.8,1003.0,84,50,39.2
47.13,9.52,24.3,6.9,11.2,1015.0,57,75,25.5
54.68,25.32,20.1,8.1,13.0,1016.0,68,75,20.1
49.61,6.13,24.2,10.5,16.9,1018.0,50,0,25.7
-18.92,47.52,18.2,13.6,22.0,1025.0,64,50,18.2
-13.98,33.78,24.9,4.9,7.9,1018.0,30,29,24.6
3.17,101.7,30.4,5.6,9.0,1008.0,62,25,39.0
6.88,73.1,28.7,19.7,31.7,1008.0,83,75,34.3
12.65,-8.0,36.1,8.1,13.0,1011.0,50,25,37.8
35.9,14.51,27.2,9.4,15.1,1011.0,66,0,29.4
7.1,171.38,29.0,4.3,6.8,1010.0,79,100,34.6
18.09,-15.98,25.4,11.4,18.4,1010.0,67,4,26.8
-20.16,57.5,24.3,11.9,19.1,1020.0,65,50,25.9
19.43,-99.13,16.2,2.2,3.6,1025.0,88,100,16.2
6.92,158.15,26.2,3.8,6.1,1011.0,84,100,28.8
36.26,46.59,29.5,16.8,27.0,1004.0,14,0,27.4
43.73,7.42,22.0,10.5,16.9,1012.0,73,75,24.5
47.92,106.92,19.3,2.2,3.6,1012.0,49,50,19.3
42.44,19.26,35.0,6.9,11.2,1007.0,39,25,42.4
34.03,-6.84,27.3,10.5,16.9,1007.0,62,0,29.6
-25.97,32.59,24.3,8.1,13.0,1017.0,65,50,25.8
16.78,96.17,28.3,3.8,6.1,1003.0,84,100,33.9
-22.57,17.08,22.4,5.6,9.0,1028.0,25,0,22.8
39.55,27.62,32.2,12.5,20.2,1007.0,46,0,31.6
27.72,85.32,27.1,6.9,11.2,1008.0,70,75,30.4
52.37,4.89,24.2,3.8,6.1,1019.0,50,25,25.2
-41.3,174.78,11.3,8.1,13.0,1016.0,87,0,10.5
12.15,-86.27,27.0,4.3,6.8,1011.0,89,50,31.0
13.52,2.12,30.4,12.5,20.2,1008.0,52,25,30.1
9.18,7.18,23.2,4.3,6.8,1011.0,94,25,25.0
39.02,125.75,19.1,6.7,10.8,1006.0,73,5,19.1
42.0,21.43,35.3,2.2,3.6,1009.0,44,25,35.5
59.92,10.75,14.3,31.1,50.0,1014.0,82,0,13.3
23.61,58.59,35.1,8.1,13.0,996.0,63,0,42.5
33.7,73.17,39.0,10.7,17.3,995.0,19,3,38.5
7.33,134.48,27.0,2.2,3.6,1010.0,84,75,30.2
-11.18,-67.08,28.2,2.7,4.3,1014.0,57,14,29.7
8.97,-79.53,27.2,2.2,3.6,1011.0,89,50,31.8
-9.46,147.19,25.5,8.3,13.3,1009.0,94,59,28.9
-23.43,-61.33,12.6,9.8,15.8,1019.0,94,100,11.1
-12.05,-77.05,16.6,3.6,5.8,1014.0,81,75,16.6
14.6,120.98,27.3,10.5,16.9,1011.0,84,100,30.7
52.25,21.0,22.0,11.9,19.1,1018.0,57,50,24.5
38.72,-9.13,31.1,12.5,20.2,1010.0,46,0,33.1
25.29,51.53,42.1,9.4,15.1,997.0,17,0,44.1
44.43,26.1,32.2,12.5,20.2,1012.0,41,0,32.6
55.75,37.62,21.4,11.9,19.1,1010.0,49,0,21.4
-1.95,30.06,26.1,8.1,13.0,1019.0,39,50,25.7
17.3,-62.72,31.1,11.9,19.1,1016.0,79,50,40.8
14.0,-61.0,29.3,9.4,15.1,1015.0,79,25,34.4
13.13,-61.22,29.0,19.2,31.0,1015.0,79,50,35.1
-13.83,-171.73,24.2,3.8,6.1,1015.0,83,75,25.7
43.93,12.45,24.3,10.5,16.9,1010.0,74,75,26.3
51.25,3.63,24.4,9.4,15.1,1019.0,54,25,25.6
24.64,46.77,45.0,4.3,6.8,1002.0,4,0,47.9
14.67,-17.44,29.2,6.9,11.2,1012.0,70,0,34.7
44.8,20.47,32.3,6.9,11.2,1012.0,43,0,33.3
-4.62,55.45,28.2,11.9,19.1,1010.0,74,50,32.3
8.49,-13.23,28.1,6.9,11.2,1012.0,84,75,32.1
1.29,103.86,28.4,2.5,4.0,1009.0,84,75,33.2
48.15,17.12,26.1,12.5,20.2,1017.0,45,0,26.6
46.06,14.51,23.3,2.2,3.6,1016.0,65,75,24.9
-9.43,159.95,25.6,8.3,13.3,1011.0,88,35,28.5
2.07,45.37,26.2,27.3,43.9,1012.0,84,75,28.6
-25.75,28.19,19.3,4.3,6.8,1031.0,37,0,19.3
37.57,127.0,22.2,6.9,11.2,1007.0,69,50,24.6
12.15,24.45,35.2,8.1,13.0,1008.0,31,27,35.7
40.4,-3.68,30.2,4.3,6.8,1013.0,35,25,28.7
6.93,79.85,29.0,10.5,16.9,1006.0,84,25,35.8
